Key,Prediction,Borough,Neighborhood
61_26.02,14.19441857,Manhattan,East Village
61_34.00,13.96122292,Manhattan,East Village
61_30.01,13.95797713,Manhattan,Lower East Side
61_115.00,13.39178455,Manhattan,Garment District
61_38.00,12.75626973,Manhattan,East Village
61_113.00,12.7365509,Manhattan,Midtown
47_481.00,12.5678233,Brooklyn,East Williamsburg
61_146.01,12.42890756,Manhattan,Yorkville
61_94.00,12.12670279,Manhattan,Midtown
61_96.00,12.07781477,Manhattan,Midtown
47_505.00,12.0095528,Brooklyn,East Williamsburg
61_161.00,11.96477787,Manhattan,Upper West Side
61_127.00,11.91569673,Manhattan,Clinton
61_234.00,11.84574835,Manhattan,Central Harlem ( Northof 125th)
47_453.00,11.64492651,Brooklyn,Buschwick / Greenpoint Industrial Zone
81_61.00,11.62476134,Queens,Astoria
61_111.00,11.59773886,Manhattan,Garment District
47_499.00,11.52369849,Brooklyn,Greenpoint
61_169.00,11.4968338,Manhattan,Upper West Side
47_447.00,11.48997951,Brooklyn,Bushwick
47_477.00,11.40629415,Brooklyn,East Williamsburg
61_216.00,11.25351067,Manhattan,Central Harlem ( South of 125th)
47_553.00,11.2459875,Brooklyn,Northside Williamsburg
47_493.00,11.23540782,Brooklyn,East Williamsburg
61_18.00,11.14627558,Manhattan,Lower East Side
47_519.00,11.12890844,Brooklyn,Northside Williamsburg
81_63.00,11.0779693,Queens,Astoria
61_36.02,11.06241228,Manhattan,East Village
61_226.00,10.99231321,Manhattan,Central Harlem ( Northof 125th)
61_14.02,10.87961712,Manhattan,Lower East Side
47_569.00,10.6987783,Brooklyn,Greenpoint
61_30.02,10.68982072,Manhattan,East Village
47_37.00,10.68787369,Brooklyn,Downtown BK
61_133.00,10.67806432,Manhattan,Clinton
61_119.00,10.60570715,Manhattan,Midtown
61_146.02,10.59703227,Manhattan,Yorkville
61_45.00,10.50758041,Manhattan,Soho
61_22.02,10.46168353,Manhattan,East Village
47_33.00,10.46155176,Brooklyn,Fort Greene
61_32.00,10.45186539,Manhattan,East Village
61_103.00,10.41204672,Manhattan,Garment District
61_201.02,10.35717479,Manhattan,Central Harlem ( South of 125th)
61_208.00,10.35202868,Manhattan,Central Harlem ( Northof 125th)
61_40.00,10.35152933,Manhattan,East Village
47_571.00,10.3354825,Brooklyn,Greenpoint
47_575.00,10.3336793,Brooklyn,Greenpoint
47_565.00,10.31032909,Brooklyn,Greenpoint
61_73.00,10.28801983,Manhattan,West Village
47_495.00,10.27868327,Brooklyn,East Williamsburg
61_121.00,10.20599921,Manhattan,Clinton
47_591.00,10.16577881,Brooklyn,Greenpoint
47_517.00,10.13447881,Brooklyn,Northside Williamsburg
47_497.00,10.11668791,Brooklyn,East Williamsburg
61_172.02,10.11439795,Manhattan,Spanish Harlem
61_172.01,10.1131817,Manhattan,Spanish Harlem
61_129.00,10.10440159,Manhattan,Clinton
81_159.00,10.09679701,Queens,Astoria
47_563.00,10.04579622,Brooklyn,Greenpoint
61_193.00,10.03297286,Manhattan,Manhattan Valley
47_181.00,10.03292031,Brooklyn,Fort Greene
61_218.00,10.00500446,Manhattan,Central Harlem ( South of 125th)
61_43.00,9.955691873,Manhattan,Soho
47_579.00,9.954865635,Brooklyn,Buschwick / Greenpoint Industrial Zone
47_315.00,9.947851129,Brooklyn,Crown Heights
61_222.00,9.883804976,Manhattan,Central Harlem ( South of 125th)
47_293.00,9.881859004,Brooklyn,Bedford Stuyvesant
61_77.00,9.79573862,Manhattan,West Village
81_157.00,9.747100541,Queens,Astoria
61_197.02,9.71984002,Manhattan,Central Harlem ( South of 125th)
61_89.00,9.716572411,Manhattan,Chelsea
61_200.00,9.687231741,Manhattan,Central Harlem ( South of 125th)
61_87.00,9.629161086,Manhattan,Chelsea
47_557.00,9.564019296,Brooklyn,Northside Williamsburg
47_225.00,9.488176464,Brooklyn,Pro-Cro
47_223.00,9.48790859,Brooklyn,Pro-Cro
61_156.01,9.467097449,Manhattan,Yorkville
47_7.00,9.455334041,Brooklyn,Brooklyn Heights
47_567.00,9.449453024,Brooklyn,Greenpoint
47_559.00,9.448462367,Brooklyn,Greenpoint
61_49.00,9.433629741,Manhattan,Soho
47_163.00,9.381010288,Brooklyn,Prospect Heights
61_16.00,9.337173859,Manhattan,Chinatown
61_26.01,9.329177584,Manhattan,East Village
47_573.00,9.308573218,Brooklyn,Greenpoint
47_45.00,9.305752051,Brooklyn,Cobble Hill
61_228.00,9.266528704,Manhattan,Central Harlem ( Northof 125th)
47_431.00,9.261395082,Brooklyn,Bushwick
47_427.00,9.247417289,Brooklyn,Bushwick
61_154.00,9.204756718,Manhattan,Yorkville
47_167.00,9.186294446,Brooklyn,Park Slope
61_157.00,9.147557906,Manhattan,Lincoln Square
61_65.00,9.141482507,Manhattan,Greenwich Village
81_59.00,9.140988245,Queens,Astoria
47_165.00,9.127730241,Brooklyn,Park Slope
61_178.00,9.120589731,Manhattan,East Harlem
61_75.00,9.079671962,Manhattan,West Village
81_65.00,9.032612979,Queens,Astoria
61_206.00,9.017971293,Manhattan,East Harlem
81_67.00,9.010262279,Queens,Steinway
47_357.00,8.992810579,Brooklyn,Weeksville
47_523.00,8.976149223,Brooklyn,Southside Williamsburg
47_159.00,8.96801194,Brooklyn,Park Slope
61_171.00,8.965713915,Manhattan,Upper West Side
61_144.02,8.922205179,Manhattan,Yorkville
61_220.00,8.91918513,Manhattan,Central Harlem ( South of 125th)
61_165.00,8.912064379,Manhattan,Upper West Side
61_67.00,8.90925903,Manhattan,West Village
61_138.00,8.888785494,Manhattan,Yorkville
61_29.00,8.863302079,Manhattan,Chinatown
47_39.00,8.858691639,Brooklyn,Boerum Hill
47_5.00,8.825106856,Brooklyn,Brooklyn Heights
61_48.00,8.815760256,Manhattan,Grammercy
61_166.00,8.809139908,Manhattan,Spanish Harlem
61_41.00,8.804225929,Manhattan,Little Italy
47_501.00,8.788661144,Brooklyn,East Williamsburg
61_132.00,8.759054419,Manhattan,Yorkville
47_251.00,8.73299175,Brooklyn,Bedford Stuyvesant
47_161.00,8.73013016,Brooklyn,Prospect Heights
47_593.00,8.707450216,Brooklyn,Greenpoint
61_139.00,8.700753676,Manhattan,Clinton
61_109.00,8.677347639,Manhattan,Garment District
81_95.00,8.671521502,Queens,Steinway
61_213.01,8.667281977,Manhattan,Manhattanville
61_36.01,8.665527465,Manhattan,Lower East Side
47_207.00,8.663249309,Brooklyn,Prospect Heights
61_182.00,8.65613956,Manhattan,East Harlem
47_82.00,8.626563753,Brooklyn,Sunset Park
61_189.00,8.6229466,Manhattan,Manhattan Valley
61_144.01,8.618858166,Manhattan,Yorkville
47_201.00,8.592512599,Brooklyn,Clinton Hill
61_81.00,8.577065943,Manhattan,Chelsea
61_173.00,8.560411832,Manhattan,Upper West Side
47_205.00,8.556196335,Brooklyn,Prospect Heights
61_148.02,8.506372379,Manhattan,Carnegie Hill
47_239.00,8.501336104,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_237.00,8.500304947,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_199.00,8.48470842,Brooklyn,Clinton Hill
47_551.00,8.482926981,Brooklyn,Southside Williamsburg
61_93.00,8.458533495,Manhattan,Chelsea
61_9.00,8.455693276,Manhattan,Financial District
47_43.00,8.447515998,Brooklyn,Boerum Hill
47_123.00,8.446011868,Brooklyn,Gowanus
47_125.00,8.44534324,Brooklyn,Gowanus
61_80.00,8.44459436,Manhattan,Murray Hill
47_487.00,8.41785798,Brooklyn,Buschwick / Greenpoint Industrial Zone
47_483.00,8.415239697,Brooklyn,Buschwick / Greenpoint Industrial Zone
81_71.00,8.354088762,Queens,Astoria
47_65.00,8.339410749,Brooklyn,Carroll Gardens
61_209.01,8.330351589,Manhattan,Morningside Heights
61_163.00,8.327074336,Manhattan,Upper West Side
47_317.01,8.310157706,Brooklyn,Crown Heights
81_151.00,8.299491011,Queens,Astoria
47_131.00,8.290428301,Brooklyn,Park Slope
61_209.02,8.282054572,Manhattan,Central Harlem ( South of 125th)
47_221.00,8.272280838,Brooklyn,Pro-Cro
47_27.00,8.257461505,Brooklyn,Downtown BK
47_25.00,8.255793289,Brooklyn,Farragut
61_207.02,8.228477273,Manhattan,Central Harlem ( South of 125th)
47_219.00,8.225587423,Brooklyn,Pro-Cro
61_68.00,8.224415888,Manhattan,Grammercy
61_134.00,8.209855832,Manhattan,Yorkville
61_83.00,8.201849268,Manhattan,Chelsea
47_425.00,8.192230193,Brooklyn,Bushwick
61_8.00,8.178805866,Manhattan,Two Bridges
61_135.00,8.175543163,Manhattan,Clinton
47_217.00,8.175337541,Brooklyn,Pro-Cro
61_224.00,8.165928848,Manhattan,Central Harlem ( Northof 125th)
61_235.02,8.134096545,Manhattan,Central Harlem ( Northof 125th)
61_230.00,8.131213659,Manhattan,Central Harlem ( Northof 125th)
61_221.01,8.124859833,Manhattan,Hamilton Heights
61_227.01,8.123361784,Manhattan,Hamilton Heights
61_101.00,8.112949543,Manhattan,Garment District
47_515.00,8.084640987,Brooklyn,Northside Williamsburg
61_22.01,8.077317582,Manhattan,Lower East Side
61_231.01,8.046946179,Manhattan,Hamilton Heights
47_135.00,8.046246735,Brooklyn,Park Slope
61_55.02,8.030386123,Manhattan,Noho
47_9.00,8.017241434,Brooklyn,Brooklyn Heights
61_213.02,8.012979795,Manhattan,Central Harlem ( Northof 125th)
61_217.02,8.012795051,Manhattan,Central Harlem ( Northof 125th)
81_545.00,8.009062453,Queens,Ridgewood
61_175.00,7.995024799,Manhattan,Upper West Side
61_188.00,7.977225128,Manhattan,East Harlem
61_194.00,7.973689264,Manhattan,East Harlem
81_589.00,7.971095791,Queens,Ridgewood
47_3.01,7.963678498,Brooklyn,Brooklyn Heights
47_417.00,7.939974378,Brooklyn,Bushwick
81_1467.00,7.922795736,Queens,Bayside
47_429.00,7.922010556,Brooklyn,Bushwick
47_203.00,7.910426629,Brooklyn,Prospect Heights
61_28.00,7.888026307,Manhattan,East Village
81_141.00,7.887848351,Queens,Astoria Heights
47_215.00,7.885275109,Brooklyn,Prospect Heights
61_153.00,7.863429583,Manhattan,Lincoln Square
61_126.00,7.859569395,Manhattan,Midtown North
81_155.00,7.856380041,Queens,Astoria
61_98.00,7.843085222,Manhattan,Turtle Bay
61_27.00,7.8320763,Manhattan,Chinatown
47_183.00,7.801644888,Brooklyn,Fort Greene
81_105.00,7.785479467,Queens,Steinway
47_265.00,7.750660766,Brooklyn,Bedford Stuyvesant
81_19.00,7.744826157,Queens,Queens West / Hunter's Point
47_241.00,7.743340387,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_377.00,7.725182044,Brooklyn,Historic Bed-Stuy
61_243.01,7.71972671,Manhattan,Washington Heights
47_353.00,7.716337252,Brooklyn,Crown Heights South
47_513.00,7.714731041,Brooklyn,East Williamsburg
61_95.00,7.697919225,Manhattan,Garment District
61_232.00,7.696726202,Manhattan,Central Harlem ( Northof 125th)
81_149.00,7.692291956,Queens,Astoria
81_51.00,7.680180813,Queens,Long Island City
81_77.00,7.679394992,Queens,Astoria
61_97.00,7.669952535,Manhattan,Chelsea
81_161.00,7.663623596,Queens,Astoria
47_503.00,7.662430088,Brooklyn,East Williamsburg
81_7.00,7.655910544,Queens,Queens West / Hunter's Point
61_82.00,7.650018748,Manhattan,Midtown
61_227.02,7.640859788,Manhattan,Central Harlem ( Northof 125th)
61_231.02,7.640110809,Manhattan,Central Harlem ( Northof 125th)
47_577.00,7.629917952,Brooklyn,Greenpoint
47_121.00,7.628402637,Brooklyn,Gowanus
61_191.00,7.62232749,Manhattan,Upper West Side
81_47.00,7.621493901,Queens,Ravenswood / Queensbridge
61_190.00,7.614960792,Manhattan,Central Harlem ( South of 125th)
61_212.00,7.602676107,Manhattan,Central Harlem ( Northof 125th)
61_158.02,7.598277879,Manhattan,Carnegie Hill
47_196.00,7.58986503,Brooklyn,Dyker Heights
81_253.00,7.575228309,Queens,Sunnyside
47_231.00,7.569244872,Brooklyn,Clinton Hill
47_69.00,7.568437346,Brooklyn,Boerum Hill
81_39.00,7.563361222,Queens,Ravenswood / Queensbridge
61_64.00,7.552713272,Manhattan,Grammercy
81_115.00,7.551604436,Queens,Steinway
61_104.00,7.535316345,Manhattan,Midtown
61_51.00,7.497365465,Manhattan,Hudson Square
61_53.00,7.496830973,Manhattan,Hudson Square
47_72.00,7.491947108,Brooklyn,Sunset Park
61_47.00,7.489359573,Manhattan,Soho
81_57.00,7.436105582,Queens,Astoria
47_507.00,7.383969284,Brooklyn,South Williamsburg
61_136.00,7.3686354,Manhattan,Yorkville
61_59.00,7.365592269,Manhattan,Greenwich Village
47_511.00,7.350134876,Brooklyn,East Williamsburg
47_531.00,7.340615735,Brooklyn,South Williamsburg
47_1.00,7.337870207,Brooklyn,Brooklyn Heights
81_181.00,7.333576476,Queens,Sunnyside
61_84.00,7.329907807,Manhattan,Midtown
61_159.00,7.315393623,Manhattan,Lincoln Square
47_35.00,7.299428162,Brooklyn,Fort Greene
61_185.00,7.295993129,Manhattan,Manhattan Valley
47_129.02,7.280223921,Brooklyn,Park Slope
61_72.00,7.27177476,Manhattan,Murray Hill
47_197.00,7.259466316,Brooklyn,Clinton Hill
61_79.00,7.256961585,Manhattan,Meat Packing District
47_445.00,7.253911099,Brooklyn,Bushwick
47_129.01,7.250037708,Brooklyn,Park Slope
81_1347.00,7.248505437,Queens,Fresh Meadows
61_15.02,7.2412186,Manhattan,Financial District
61_223.01,7.226122681,Manhattan,Hamilton Heights
81_1.00,7.215899134,Queens,Queens West / Hunter's Point
81_551.00,7.21534451,Queens,Ridgewood
81_69.00,7.211427075,Queens,Astoria
61_44.02,7.170710079,Manhattan,Waterside
47_191.00,7.163912397,Brooklyn,Clinton Hill
47_88.00,7.142689017,Brooklyn,Sunset Park
81_579.00,7.110882034,Queens,Glendale
81_549.00,7.101976242,Queens,Ridgewood
61_170.00,7.090574721,Manhattan,Spanish Harlem
61_158.01,7.0867583,Manhattan,Carnegie Hill
47_341.00,7.070457084,Brooklyn,Crown Heights
47_77.00,7.052401319,Brooklyn,Gowanus
61_211.00,7.052390682,Manhattan,Morningside Heights
47_137.00,7.050852208,Brooklyn,Park Slope
47_269.00,7.041700702,Brooklyn,Historic Bed-Stuy
81_75.00,7.029514948,Queens,Astoria
47_59.00,7.025256565,Brooklyn,Red Hook
81_55.00,7.023327801,Queens,Long Island City
47_589.00,7.023145638,Brooklyn,Buschwick / Greenpoint Industrial Zone
61_92.00,7.013621788,Manhattan,Midtown
61_33.00,6.996500839,Manhattan,Tribeca
61_70.00,6.98607458,Manhattan,Murray Hill
81_53.00,6.970383925,Queens,Astoria
61_6.00,6.953333604,Manhattan,Two Bridges
47_549.00,6.946254753,Brooklyn,Southside Williamsburg
61_233.00,6.942336763,Manhattan,Hamilton Heights
61_131.00,6.939862829,Manhattan,Midtown
61_76.00,6.925568301,Manhattan,NoMad
47_67.00,6.917136482,Brooklyn,Cobble Hill
61_179.00,6.912046865,Manhattan,Upper West Side
47_117.00,6.906017156,Brooklyn,Gowanus
61_69.00,6.892643081,Manhattan,West Village
47_555.00,6.889700632,Brooklyn,Northside Williamsburg
47_527.00,6.882579759,Brooklyn,South Williamsburg
47_441.00,6.87382569,Brooklyn,Bushwick
81_91.00,6.869094356,Queens,Astoria
47_153.00,6.853702837,Brooklyn,Park Slope
47_311.00,6.841185158,Brooklyn,Crown Heights
47_139.00,6.84025738,Brooklyn,Park Slope
47_275.00,6.836623718,Brooklyn,Historic Bed-Stuy
47_179.00,6.826412124,Brooklyn,Fort Greene
61_117.00,6.82416687,Manhattan,Clinton
61_122.00,6.820363361,Manhattan,Gold Coast - Upper East Side
61_167.00,6.816194664,Manhattan,Upper West Side
47_21.00,6.804281229,Brooklyn,Dumbo/ Vinegar Hill / Fulton Ferry
81_613.00,6.804102804,Queens,Ridgewood
81_249.00,6.793436994,Queens,Woodside
47_321.00,6.792697028,Brooklyn,Prospect Lefferts Garden
47_29.01,6.789875184,Brooklyn,Farragut
61_54.00,6.768465204,Manhattan,Flatiron
47_361.00,6.76615198,Brooklyn,Ocean Hill
61_13.00,6.76420173,Manhattan,Financial District
47_465.00,6.746122585,Brooklyn,East Williamsburg
47_29.02,6.744578502,Brooklyn,Farragut
47_473.00,6.742893871,Brooklyn,Buschwick / Greenpoint Industrial Zone
47_379.00,6.740294613,Brooklyn,Historic Bed-Stuy
47_391.00,6.736544086,Brooklyn,Bushwick
47_486.00,6.729075433,Brooklyn,Kennsington
61_42.00,6.727043044,Manhattan,Union  Square
47_133.00,6.710990424,Brooklyn,Park Slope
61_184.00,6.710867328,Manhattan,East Harlem
47_291.00,6.692082636,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
47_185.02,6.691155096,Brooklyn,Wallabout
47_455.00,6.683401073,Brooklyn,Buschwick / Greenpoint Industrial Zone
47_912.00,6.682556982,Brooklyn,Brownsville
81_265.00,6.679714845,Queens,Elmhurst
61_214.00,6.674221174,Manhattan,Central Harlem ( Northof 125th)
47_92.00,6.666569593,Brooklyn,Sunset Park
61_148.01,6.655884995,Manhattan,Carnegie Hill
61_196.00,6.653139972,Manhattan,East Harlem
47_351.00,6.650133153,Brooklyn,Crown Heights South
61_110.00,6.648136582,Manhattan,Midtown North
47_491.00,6.642347615,Brooklyn,East Williamsburg
61_52.00,6.640267276,Manhattan,Union  Square
47_337.00,6.637325514,Brooklyn,Crown Heights
47_185.01,6.626902642,Brooklyn,Wallabout
81_285.00,6.618854,Queens,Jackson Heights
61_78.00,6.614370948,Manhattan,Murray Hill
47_313.00,6.603481758,Brooklyn,Crown Heights
61_155.00,6.599418316,Manhattan,Lincoln Square
47_249.00,6.599170652,Brooklyn,Historic Bed-Stuy
61_63.00,6.593358027,Manhattan,Greenwich Village
61_150.01,6.58642214,Manhattan,Carnegie Hill
61_238.00,6.570318642,Manhattan,Roosevelt Island
61_235.01,6.56425538,Manhattan,Hamilton Heights
61_100.00,6.561740322,Manhattan,Midtown
47_347.00,6.543494435,Brooklyn,Weeksville
47_910.00,6.528172035,Brooklyn,Brownsville
61_91.00,6.513313873,Manhattan,Chelsea
47_547.00,6.502557027,Brooklyn,Southside Williamsburg
47_145.00,6.49992625,Brooklyn,Greenwood
81_287.00,6.490275598,Queens,Jackson Heights
47_229.00,6.479334926,Brooklyn,Bedford Stuyvesant
47_375.00,6.472304388,Brooklyn,Bedford Stuyvesant
61_61.00,6.466512254,Manhattan,Union  Square
61_180.00,6.461036404,Manhattan,Spanish Harlem
47_437.00,6.445380322,Brooklyn,Bushwick
61_99.00,6.44450675,Manhattan,West Chelsea / Highline District
81_97.00,6.443503313,Queens,Steinway
47_151.00,6.440958663,Brooklyn,Park Slope
47_227.00,6.437147291,Brooklyn,Bedford Stuyvesant
47_169.00,6.435519815,Brooklyn,Windsor Terrace
61_187.00,6.423690566,Manhattan,Upper West Side
61_140.00,6.404244612,Manhattan,Gold Coast - Upper East Side
81_153.00,6.399968684,Queens,Astoria
81_779.03,6.390882237,Queens,Kew Gardens Hills
47_247.00,6.388831862,Brooklyn,Bedford Stuyvesant
47_916.00,6.372583286,Brooklyn,Brownsville
81_295.00,6.366271122,Queens,Woodside
47_243.00,6.364928823,Brooklyn,Bedford Stuyvesant
81_103.00,6.34789886,Queens,Steinway
61_195.00,6.331774906,Manhattan,Morningside Heights
47_325.00,6.329273694,Brooklyn,Prospect Lefferts Garden
47_1122.00,6.328759689,Brooklyn,East New York
47_343.00,6.327108181,Brooklyn,Crown Heights
47_63.00,6.31916799,Brooklyn,Carroll Gardens
61_151.00,6.287945434,Manhattan,Lincoln Square
47_299.00,6.268842035,Brooklyn,Stuyvesant Heights
81_147.00,6.26419832,Queens,Astoria
47_373.00,6.261572251,Brooklyn,Ocean Hill
47_47.00,6.258774718,Brooklyn,Columbia Street Waterfront District
47_317.02,6.256656992,Brooklyn,Crown Heights
47_120.00,6.255395315,Brooklyn,Sunset Park
61_223.02,6.233361222,Manhattan,Manhattanville
81_101.00,6.230894208,Queens,Steinway
47_235.00,6.229032325,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
81_117.00,6.216210015,Queens,Steinway
61_90.00,6.200600736,Manhattan,Turtle Bay
47_1160.00,6.170271916,Brooklyn,East New York
61_66.00,6.162680067,Manhattan,Grammercy
81_565.00,6.160278511,Queens,Glendale
47_149.00,6.154017256,Brooklyn,Park Slope
81_1441.00,6.153879078,Queens,Bayside
47_409.00,6.151578519,Brooklyn,Bushwick
47_303.00,6.132658346,Brooklyn,Ocean Hill
61_283.00,6.123383654,Manhattan,Inwood
47_281.00,6.097256689,Brooklyn,Bedford Stuyvesant  North / Tompkins Park North
61_71.00,6.081799465,Manhattan,Greenwich Village
47_127.00,6.066179619,Brooklyn,Boerum Hill
47_339.00,6.058470298,Brooklyn,Crown Heights
47_49.00,6.056333631,Brooklyn,Cobble Hill
61_177.00,6.050207893,Manhattan,Upper West Side
61_14.01,6.049723321,Manhattan,Lower East Side
61_25.00,6.048480368,Manhattan,Chinatown
81_788.00,6.043906265,Queens,South Jamaica
61_225.00,6.038920582,Manhattan,Hamilton Heights
81_185.00,6.038518587,Queens,Sunnyside
47_1018.00,6.036902852,Brooklyn,Canarsie
47_195.00,6.036613588,Brooklyn,Clinton Hill
47_193.00,6.027879205,Brooklyn,Clinton Hill
61_124.00,6.024769446,Manhattan,Midtown North
61_125.00,6.012852756,Manhattan,Midtown
47_443.00,6.009358607,Brooklyn,Bushwick
47_51.00,5.993602845,Brooklyn,Columbia Street Waterfront District
47_385.00,5.989742117,Brooklyn,Historic Bed-Stuy
